"ID Movimiento","Fecha","ID Producto","Nombre Producto","Cantidad","Tipo Movimiento","ID Almacen","Nombre Almacen"
"41","5/5/2023","119","Cafe","16","ENTRADA","4","Almacen_4"
"42","11/6/2023","122","Sal","94","SALIDA","2","Almacen_2"
"43","4/21/2023","130","Jugo de naranja","7","SALIDA","6","Almacen_6"
"44","4/27/2023","117","Mantequilla","18","ENTRADA","2","Almacen_2"
"45","11/20/2023","121","Azucar","68","ENTRADA","3","Almacen_3"
"46","3/1/2023","100","Manzanas","37","ENTRADA","3","Almacen_3"
"47","8/6/2023","102","Naranjas","13","SALIDA","1","Almacen_1"
"48","12/3/2023","114","Pescado","58","SALIDA","8","Almacen_8"
"49","6/9/2023","123","Pimienta","63","ENTRADA","9","Almacen_9"
"50","11/3/2023","116","Yogur","74","SALIDA","4","Almacen_4"
"51","12/23/2023","130","Jugo de naranja","56","ENTRADA","1","Almacen_1"
"52","12/8/2023","122","Sal","53","SALIDA","5","Almacen_5"
"53","7/18/2023","108","Tomates","29","ENTRADA","3","Almacen_3"
"54","9/29/2023","114","Pescado","30","SALIDA","5","Almacen_5"
"55","7/14/2023","101","Platanos","58","SALIDA","5","Almacen_5"
"56","2/27/2023","128","Helado","10","SALIDA","6","Almacen_6"
"57","4/2/2023","121","Azucar","62","SALIDA","7","Almacen_7"
"58","11/21/2023","125","Cereal","30","ENTRADA","6","Almacen_6"
"59","1/23/2023","105","Pan","39","SALIDA","2","Almacen_2"
"60","3/25/2023","105","Pan","26","ENTRADA","2","Almacen_2"
"61","12/27/2023","109","Patatas","54","ENTRADA","3","Almacen_3"
"62","6/29/2023","123","Pimienta","11","ENTRADA","4","Almacen_4"
"63","11/3/2023","102","Naranjas","68","ENTRADA","8","Almacen_8"
"64","4/7/2023","103","Leche","34","ENTRADA","9","Almacen_9"
"65","2/13/2023","123","Pimienta","58","SALIDA","8","Almacen_8"
"66","1/4/2023","113","Carne de res","65","SALIDA","8","Almacen_8"
"67","9/26/2023","110","Cebollas","15","ENTRADA","5","Almacen_5"
"68","10/10/2023","110","Cebollas","56","ENTRADA","10","Almacen_10"
"69","4/24/2023","106","Arroz","93","SALIDA","6","Almacen_6"
"70","8/29/2023","124","Harina","54","ENTRADA","6","Almacen_6"
"71","6/20/2023","124","Harina","54","SALIDA","8","Almacen_8"
"72","7/31/2023","110","Cebollas","33","SALIDA","10","Almacen_10"
"73","6/11/2023","101","Platanos","39","ENTRADA","10","Almacen_10"
"74","11/16/2023","119","Cafe","2","ENTRADA","4","Almacen_4"
"75","1/9/2023","121","Azucar","41","ENTRADA","7","Almacen_7"
"76","7/4/2023","104","Huevos","48","ENTRADA","3","Almacen_3"
"77","5/8/2023","104","Huevos","5","ENTRADA","4","Almacen_4"
"78","2/1/2023","108","Tomates","1","SALIDA","7","Almacen_7"
"79","5/10/2023","119","Cafe","14","SALIDA","8","Almacen_8"
"80","3/7/2023","128","Helado","98","ENTRADA","7","Almacen_7"
"81","7/2/2023","114","Pescado","66","ENTRADA","8","Almacen_8"
"82","11/17/2023","106","Arroz","44","ENTRADA","7","Almacen_7"
"83","11/8/2023","120","Te","2","SALIDA","2","Almacen_2"
"84","1/25/2023","103","Leche","31","SALIDA","7","Almacen_7"
"85","7/28/2023","126","Galletas","59","ENTRADA","5","Almacen_5"
"86","3/14/2023","121","Azucar","82","SALIDA","6","Almacen_6"
"87","4/10/2023","112","Pollo","68","SALIDA","1","Almacen_1"
"88","6/27/2023","127","Chocolate","60","SALIDA","7","Almacen_7"
"89","6/16/2023","121","Azucar","92","ENTRADA","4","Almacen_4"
"90","6/16/2023","117","Mantequilla","63","SALIDA","10","Almacen_10"
"91","10/20/2023","115","Queso","85","SALIDA","6","Almacen_6"
"92","3/22/2023","115","Queso","83","ENTRADA","4","Almacen_4"
"93","8/1/2023","107","Pasta","99","ENTRADA","4","Almacen_4"
"94","3/31/2023","111","Zanahorias","63","SALIDA","9","Almacen_9"
"95","1/8/2023","115","Queso","74","SALIDA","1","Almacen_1"
"96","1/2/2023","127","Chocolate","88","ENTRADA","7","Almacen_7"
"97","2/26/2023","126","Galletas","94","ENTRADA","2","Almacen_2"
"98","10/22/2023","110","Cebollas","66","ENTRADA","1","Almacen_1"
"99","8/12/2023","113","Carne de res","24","ENTRADA","2","Almacen_2"
"100","10/3/2023","124","Harina","73","SALIDA","6","Almacen_6"
"101","4/17/2023","113","Carne de res","40","ENTRADA","7","Almacen_7"
"102","11/23/2023","107","Pasta","80","SALIDA","8","Almacen_8"
"103","8/23/2023","121","Azucar","46","SALIDA","5","Almacen_5"
"104","3/13/2023","130","Jugo de naranja","90","SALIDA","4","Almacen_4"
"105","10/10/2023","108","Tomates","21","ENTRADA","7","Almacen_7"
"106","12/19/2023","116","Yogur","17","SALIDA","3","Almacen_3"
"107","4/6/2023","109","Patatas","93","SALIDA","6","Almacen_6"
"108","1/30/2023","126","Galletas","63","ENTRADA","7","Almacen_7"
"109","4/5/2023","126","Galletas","13","ENTRADA","1","Almacen_1"
"110","4/24/2023","109","Patatas","53","ENTRADA","7","Almacen_7"
"111","3/13/2023","105","Pan","32","ENTRADA","9","Almacen_9"
"112","9/1/2023","100","Manzanas","21","SALIDA","5","Almacen_5"
"113","1/17/2023","108","Tomates","4","SALIDA","7","Almacen_7"
"114","2/14/2023","117","Mantequilla","85","SALIDA","8","Almacen_8"
"115","3/27/2023","127","Chocolate","59","ENTRADA","5","Almacen_5"
"116","12/14/2023","109","Patatas","40","SALIDA","8","Almacen_8"
"117","2/10/2023","106","Arroz","48","SALIDA","8","Almacen_8"
"118","1/27/2023","122","Sal","18","ENTRADA","3","Almacen_3"
"119","5/10/2023","115","Queso","74","ENTRADA","10","Almacen_10"
"120","12/20/2023","107","Pasta","89","SALIDA","3","Almacen_3"
"121","8/12/2023","115","Queso","81","SALIDA","4","Almacen_4"
"122","12/26/2023","126","Galletas","84","ENTRADA","5","Almacen_5"
"123","5/14/2023","112","Pollo","95","ENTRADA","3","Almacen_3"
"124","12/4/2023","126","Galletas","23","ENTRADA","10","Almacen_10"
"125","6/10/2023","127","Chocolate","72","ENTRADA","9","Almacen_9"
"126","11/17/2023","122","Sal","53","SALIDA","1","Almacen_1"
"127","10/10/2023","108","Tomates","48","SALIDA","2","Almacen_2"
"128","5/25/2023","101","Platanos","23","SALIDA","2","Almacen_2"
"129","3/7/2023","120","Te","24","ENTRADA","8","Almacen_8"
"130","12/7/2023","129","Refrescos","63","SALIDA","7","Almacen_7"
"131","2/5/2023","120","Te","37","SALIDA","1","Almacen_1"
"132","6/19/2023","121","Azucar","40","ENTRADA","2","Almacen_2"
"133","6/16/2023","127","Chocolate","10","ENTRADA","8","Almacen_8"
"134","3/20/2023","111","Zanahorias","64","ENTRADA","4","Almacen_4"
"135","7/8/2023","120","Te","23","ENTRADA","3","Almacen_3"
"136","2/10/2023","118","Aceite de oliva","96","ENTRADA","3","Almacen_3"
"137","8/19/2023","126","Galletas","11","SALIDA","5","Almacen_5"
"138","9/12/2023","123","Pimienta","81","ENTRADA","4","Almacen_4"
"139","12/13/2023","128","Helado","17","SALIDA","4","Almacen_4"
"140","3/17/2023","106","Arroz","95","SALIDA","9","Almacen_9"
"141","10/26/2023","110","Cebollas","49","SALIDA","9","Almacen_9"
"142","5/5/2023","106","Arroz","87","ENTRADA","6","Almacen_6"
"143","5/15/2023","118","Aceite de oliva","87","SALIDA","1","Almacen_1"
"144","2/3/2023","124","Harina","44","ENTRADA","1","Almacen_1"
"145","2/18/2023","130","Jugo de naranja","83","SALIDA","8","Almacen_8"
"146","9/10/2023","120","Te","42","SALIDA","10","Almacen_10"
"147","1/4/2023","106","Arroz","64","ENTRADA","3","Almacen_3"
"148","4/23/2023","130","Jugo de naranja","89","ENTRADA","3","Almacen_3"
"149","5/21/2023","120","Te","10","ENTRADA","8","Almacen_8"
"150","6/4/2023","115","Queso","15","ENTRADA","4","Almacen_4"
"151","3/27/2023","109","Patatas","33","SALIDA","9","Almacen_9"
"152","7/14/2023","130","Jugo de naranja","84","SALIDA","2","Almacen_2"
"153","11/27/2023","123","Pimienta","54","ENTRADA","5","Almacen_5"
"154","6/29/2023","117","Mantequilla","56","ENTRADA","8","Almacen_8"
"155","1/15/2023","112","Pollo","56","SALIDA","9","Almacen_9"
"156","3/20/2023","102","Naranjas","70","SALIDA","6","Almacen_6"
"157","8/20/2023","108","Tomates","52","SALIDA","8","Almacen_8"
"158","2/25/2023","130","Jugo de naranja","55","SALIDA","10","Almacen_10"
"159","5/18/2023","105","Pan","13","SALIDA","5","Almacen_5"
"160","2/16/2023","116","Yogur","14","SALIDA","2","Almacen_2"
"161","6/7/2023","125","Cereal","6","SALIDA","6","Almacen_6"
"162","12/30/2023","122","Sal","15","SALIDA","4","Almacen_4"
"163","2/28/2023","129","Refrescos","37","SALIDA","1","Almacen_1"
"164","1/16/2023","128","Helado","29","SALIDA","5","Almacen_5"
"165","3/26/2023","111","Zanahorias","19","SALIDA","10","Almacen_10"
"166","4/10/2023","112","Pollo","10","SALIDA","1","Almacen_1"
"167","5/7/2023","123","Pimienta","2","ENTRADA","2","Almacen_2"
"168","10/10/2023","104","Huevos","97","SALIDA","5","Almacen_5"
"169","11/11/2023","128","Helado","4","SALIDA","2","Almacen_2"
"170","4/25/2023","104","Huevos","27","SALIDA","1","Almacen_1"
"171","3/12/2023","115","Queso","16","SALIDA","5","Almacen_5"
"172","9/27/2023","115","Queso","57","SALIDA","7","Almacen_7"
"173","2/23/2023","107","Pasta","25","ENTRADA","4","Almacen_4"
"174","5/3/2023","128","Helado","36","SALIDA","3","Almacen_3"
"175","8/9/2023","100","Manzanas","30","ENTRADA","8","Almacen_8"
"176","9/24/2023","128","Helado","57","SALIDA","3","Almacen_3"
"177","5/4/2023","105","Pan","60","ENTRADA","5","Almacen_5"
"178","8/8/2023","126","Galletas","91","ENTRADA","9","Almacen_9"
"179","7/18/2023","113","Carne de res","68","SALIDA","1","Almacen_1"
"180","1/24/2023","125","Cereal","61","SALIDA","9","Almacen_9"
"181","7/13/2023","123","Pimienta","73","ENTRADA","8","Almacen_8"
"182","11/12/2023","102","Naranjas","48","SALIDA","4","Almacen_4"
"183","4/21/2023","122","Sal","34","ENTRADA","7","Almacen_7"
"184","5/17/2023","116","Yogur","61","ENTRADA","9","Almacen_9"
"185","3/20/2023","127","Chocolate","24","ENTRADA","5","Almacen_5"
"186","8/5/2023","120","Te","25","SALIDA","10","Almacen_10"
"187","5/20/2023","129","Refrescos","9","ENTRADA","4","Almacen_4"
"188","12/22/2023","127","Chocolate","27","SALIDA","5","Almacen_5"
"189","6/13/2023","128","Helado","52","ENTRADA","9","Almacen_9"
"190","7/18/2023","102","Naranjas","69","SALIDA","10","Almacen_10"
"191","7/26/2023","121","Azucar","89","SALIDA","1","Almacen_1"
"192","1/9/2023","105","Pan","73","ENTRADA","10","Almacen_10"
"193","5/23/2023","113","Carne de res","3","ENTRADA","6","Almacen_6"
"194","3/29/2023","121","Azucar","22","SALIDA","10","Almacen_10"
"195","3/24/2023","100","Manzanas","100","ENTRADA","1","Almacen_1"
"196","9/16/2023","103","Leche","48","SALIDA","9","Almacen_9"
"197","2/27/2023","115","Queso","27","SALIDA","10","Almacen_10"
"198","1/18/2023","108","Tomates","46","ENTRADA","1","Almacen_1"
"199","3/29/2023","115","Queso","93","ENTRADA","5","Almacen_5"
"200","4/18/2023","115","Queso","45","SALIDA","10","Almacen_10"
"201","4/29/2023","128","Helado","28","SALIDA","4","Almacen_4"
"202","4/16/2023","119","Cafe","62","SALIDA","5","Almacen_5"
"203","1/17/2023","111","Zanahorias","12","ENTRADA","10","Almacen_10"
"204","8/15/2023","117","Mantequilla","84","ENTRADA","3","Almacen_3"
"205","8/27/2023","107","Pasta","38","ENTRADA","9","Almacen_9"
"206","4/30/2023","120","Te","17","SALIDA","5","Almacen_5"
"207","10/15/2023","126","Galletas","91","SALIDA","6","Almacen_6"
"208","3/2/2023","114","Pescado","31","SALIDA","10","Almacen_10"
"209","8/9/2023","116","Yogur","34","ENTRADA","1","Almacen_1"
"210","2/2/2023","126","Galletas","6","SALIDA","6","Almacen_6"
"211","9/29/2023","129","Refrescos","51","ENTRADA","1","Almacen_1"
"212","11/22/2023","117","Mantequilla","25","ENTRADA","1","Almacen_1"
"213","4/10/2023","103","Leche","68","ENTRADA","5","Almacen_5"
"214","3/24/2023","102","Naranjas","76","ENTRADA","1","Almacen_1"
"215","1/20/2023","117","Mantequilla","75","ENTRADA","5","Almacen_5"
"216","3/30/2023","115","Queso","33","SALIDA","10","Almacen_10"
"217","6/25/2023","123","Pimienta","85","ENTRADA","8","Almacen_8"
"218","12/25/2023","125","Cereal","26","ENTRADA","6","Almacen_6"
"219","9/1/2023","120","Te","42","ENTRADA","2","Almacen_2"
"220","12/27/2023","110","Cebollas","99","ENTRADA","8","Almacen_8"
"221","2/17/2023","103","Leche","23","SALIDA","10","Almacen_10"
"222","6/18/2023","105","Pan","10","ENTRADA","10","Almacen_10"
"223","9/11/2023","114","Pescado","21","SALIDA","5","Almacen_5"
"224","7/29/2023","124","Harina","89","ENTRADA","8","Almacen_8"
"225","2/5/2023","117","Mantequilla","75","ENTRADA","4","Almacen_4"
"226","8/22/2023","127","Chocolate","97","ENTRADA","7","Almacen_7"
"227","7/3/2023","111","Zanahorias","38","SALIDA","3","Almacen_3"
"228","8/17/2023","105","Pan","100","ENTRADA","1","Almacen_1"
"229","2/14/2023","112","Pollo","62","SALIDA","8","Almacen_8"
"230","10/5/2023","104","Huevos","53","SALIDA","7","Almacen_7"
"231","10/31/2023","103","Leche","17","SALIDA","5","Almacen_5"
"232","3/31/2023","129","Refrescos","5","SALIDA","9","Almacen_9"
"233","9/30/2023","100","Manzanas","72","ENTRADA","6","Almacen_6"
"234","1/30/2023","123","Pimienta","39","ENTRADA","3","Almacen_3"
"235","9/14/2023","111","Zanahorias","82","ENTRADA","9","Almacen_9"
"236","2/4/2023","116","Yogur","14","ENTRADA","6","Almacen_6"
"237","6/19/2023","123","Pimienta","5","ENTRADA","9","Almacen_9"
"238","10/24/2023","100","Manzanas","68","ENTRADA","8","Almacen_8"
"239","1/31/2023","128","Helado","77","ENTRADA","6","Almacen_6"
"240","1/1/2023","112","Pollo","42","ENTRADA","5","Almacen_5"
"241","12/11/2023","108","Tomates","41","SALIDA","6","Almacen_6"
"242","11/7/2023","112","Pollo","8","ENTRADA","6","Almacen_6"
"243","10/9/2023","105","Pan","43","ENTRADA","2","Almacen_2"
"244","1/18/2023","104","Huevos","8","ENTRADA","3","Almacen_3"
"245","12/21/2023","129","Refrescos","36","ENTRADA","4","Almacen_4"
"246","2/1/2023","114","Pescado","65","SALIDA","2","Almacen_2"
"247","5/6/2023","103","Leche","41","SALIDA","9","Almacen_9"
"248","4/12/2023","123","Pimienta","95","ENTRADA","4","Almacen_4"
"249","12/21/2023","108","Tomates","53","ENTRADA","6","Almacen_6"
"250","5/22/2023","129","Refrescos","87","ENTRADA","1","Almacen_1"
"251","10/15/2023","101","Platanos","4","SALIDA","3","Almacen_3"
"252","2/15/2023","108","Tomates","51","ENTRADA","2","Almacen_2"
"253","1/22/2023","121","Azucar","20","SALIDA","1","Almacen_1"
"254","2/12/2023","128","Helado","79","ENTRADA","5","Almacen_5"
"255","9/14/2023","104","Huevos","9","SALIDA","8","Almacen_8"
"256","7/8/2023","121","Azucar","31","ENTRADA","6","Almacen_6"
"257","6/9/2023","118","Aceite de oliva","10","SALIDA","5","Almacen_5"
"258","6/12/2023","125","Cereal","20","ENTRADA","6","Almacen_6"
"259","9/18/2023","102","Naranjas","10","SALIDA","4","Almacen_4"
"260","8/8/2023","109","Patatas","40","ENTRADA","2","Almacen_2"
"261","12/8/2023","125","Cereal","61","ENTRADA","6","Almacen_6"
"262","11/13/2023","126","Galletas","42","SALIDA","7","Almacen_7"
"263","5/9/2023","116","Yogur","32","SALIDA","3","Almacen_3"
"264","6/13/2023","124","Harina","40","SALIDA","9","Almacen_9"
"265","4/12/2023","113","Carne de res","20","SALIDA","4","Almacen_4"
"266","11/10/2023","125","Cereal","2","SALIDA","4","Almacen_4"
"267","6/18/2023","116","Yogur","56","SALIDA","6","Almacen_6"
"268","3/5/2023","104","Huevos","21","ENTRADA","9","Almacen_9"
"269","2/19/2023","110","Cebollas","9","ENTRADA","1","Almacen_1"
"270","11/6/2023","105","Pan","85","SALIDA","3","Almacen_3"
"271","7/22/2023","103","Leche","92","SALIDA","4","Almacen_4"
"272","5/13/2023","130","Jugo de naranja","72","ENTRADA","3","Almacen_3"
"273","2/23/2023","102","Naranjas","38","SALIDA","4","Almacen_4"
"274","3/9/2023","111","Zanahorias","26","ENTRADA","7","Almacen_7"
"275","3/29/2023","126","Galletas","88","ENTRADA","6","Almacen_6"
"276","4/24/2023","102","Naranjas","66","SALIDA","10","Almacen_10"
"277","10/14/2023","124","Harina","41","SALIDA","4","Almacen_4"
"278","12/20/2023","109","Patatas","75","ENTRADA","5","Almacen_5"
"279","1/1/2024","120","Te","49","ENTRADA","2","Almacen_2"
"280","6/13/2023","113","Carne de res","76","ENTRADA","2","Almacen_2"
"281","6/2/2023","127","Chocolate","84","SALIDA","4","Almacen_4"
"282","10/10/2023","129","Refrescos","25","SALIDA","8","Almacen_8"
"283","5/9/2023","121","Azucar","80","SALIDA","8","Almacen_8"
"284","4/3/2023","127","Chocolate","99","SALIDA","9","Almacen_9"
"285","2/13/2023","118","Aceite de oliva","96","SALIDA","1","Almacen_1"
"286","8/13/2023","114","Pescado","18","SALIDA","8","Almacen_8"
"287","4/15/2023","118","Aceite de oliva","10","SALIDA","10","Almacen_10"
"288","3/31/2023","119","Cafe","50","SALIDA","2","Almacen_2"
"289","4/24/2023","124","Harina","72","ENTRADA","3","Almacen_3"
"290","10/17/2023","129","Refrescos","5","ENTRADA","3","Almacen_3"
"291","3/8/2023","123","Pimienta","34","SALIDA","9","Almacen_9"
"292","9/5/2023","121","Azucar","60","SALIDA","7","Almacen_7"
"293","1/29/2023","118","Aceite de oliva","85","ENTRADA","8","Almacen_8"
"294","1/9/2023","105","Pan","64","ENTRADA","8","Almacen_8"
"295","4/22/2023","128","Helado","18","ENTRADA","10","Almacen_10"
"296","11/20/2023","103","Leche","67","SALIDA","2","Almacen_2"
"297","12/13/2023","128","Helado","82","ENTRADA","9","Almacen_9"
"298","2/20/2023","100","Manzanas","75","ENTRADA","9","Almacen_9"
"299","8/21/2023","110","Cebollas","76","SALIDA","4","Almacen_4"
"300","9/3/2023","111","Zanahorias","84","SALIDA","8","Almacen_8"
"301","7/17/2023","110","Cebollas","74","SALIDA","10","Almacen_10"
"302","8/18/2023","122","Sal","34","SALIDA","10","Almacen_10"
"303","4/16/2023","103","Leche","13","ENTRADA","1","Almacen_1"
"304","10/22/2023","130","Jugo de naranja","94","SALIDA","9","Almacen_9"
"305","10/11/2023","100","Manzanas","75","ENTRADA","3","Almacen_3"
"306","10/28/2023","111","Zanahorias","68","SALIDA","5","Almacen_5"
"307","8/2/2023","121","Azucar","25","SALIDA","3","Almacen_3"
"308","3/9/2023","124","Harina","44","ENTRADA","10","Almacen_10"
"309","2/19/2023","123","Pimienta","96","ENTRADA","6","Almacen_6"
"310","6/18/2023","126","Galletas","22","ENTRADA","2","Almacen_2"
"311","10/9/2023","118","Aceite de oliva","33","SALIDA","2","Almacen_2"
"312","1/25/2023","107","Pasta","80","ENTRADA","5","Almacen_5"
"313","6/1/2023","117","Mantequilla","2","SALIDA","4","Almacen_4"
"314","2/10/2023","127","Chocolate","52","ENTRADA","5","Almacen_5"
"315","7/6/2023","116","Yogur","4","SALIDA","5","Almacen_5"
"316","6/26/2023","124","Harina","89","SALIDA","1","Almacen_1"
"317","2/26/2023","128","Helado","6","SALIDA","8","Almacen_8"
"318","8/18/2023","129","Refrescos","95","SALIDA","8","Almacen_8"
"319","8/5/2023","111","Zanahorias","73","ENTRADA","2","Almacen_2"
"320","3/5/2023","130","Jugo de naranja","14","SALIDA","1","Almacen_1"
"321","9/1/2023","118","Aceite de oliva","95","ENTRADA","10","Almacen_10"
"322","6/30/2023","101","Platanos","57","SALIDA","4","Almacen_4"
"323","8/15/2023","126","Galletas","45","SALIDA","1","Almacen_1"
"324","7/31/2023","100","Manzanas","42","SALIDA","2","Almacen_2"
"325","2/1/2023","102","Naranjas","9","SALIDA","8","Almacen_8"
"326","11/13/2023","105","Pan","94","ENTRADA","4","Almacen_4"
"327","9/6/2023","119","Cafe","99","ENTRADA","9","Almacen_9"
"328","4/3/2023","127","Chocolate","27","SALIDA","3","Almacen_3"
"329","2/6/2023","129","Refrescos","13","ENTRADA","9","Almacen_9"
"330","6/28/2023","100","Manzanas","88","SALIDA","1","Almacen_1"
"331","5/26/2023","130","Jugo de naranja","28","ENTRADA","1","Almacen_1"
"332","3/23/2023","126","Galletas","60","SALIDA","10","Almacen_10"
"333","1/29/2023","104","Huevos","96","ENTRADA","2","Almacen_2"
"334","4/18/2023","110","Cebollas","21","ENTRADA","10","Almacen_10"
"335","9/3/2023","128","Helado","13","ENTRADA","1","Almacen_1"
"336","10/3/2023","126","Galletas","95","SALIDA","4","Almacen_4"
"337","10/3/2023","121","Azucar","17","ENTRADA","5","Almacen_5"
"338","8/23/2023","115","Queso","73","SALIDA","8","Almacen_8"
"339","3/29/2023","116","Yogur","97","SALIDA","10","Almacen_10"
"340","12/27/2023","117","Mantequilla","14","SALIDA","5","Almacen_5"
"341","4/9/2023","108","Tomates","64","ENTRADA","2","Almacen_2"
"342","2/28/2023","120","Te","47","SALIDA","7","Almacen_7"
"343","12/27/2023","120","Te","69","SALIDA","6","Almacen_6"
"344","10/18/2023","126","Galletas","95","SALIDA","1","Almacen_1"
"345","5/17/2023","115","Queso","90","ENTRADA","8","Almacen_8"
"346","10/19/2023","123","Pimienta","30","ENTRADA","7","Almacen_7"
"347","9/23/2023","108","Tomates","90","SALIDA","10","Almacen_10"
"348","6/11/2023","109","Patatas","74","ENTRADA","4","Almacen_4"
"349","3/14/2023","119","Cafe","91","SALIDA","10","Almacen_10"
"350","1/16/2023","105","Pan","61","ENTRADA","6","Almacen_6"
"351","7/16/2023","115","Queso","48","SALIDA","4","Almacen_4"
"352","12/4/2023","117","Mantequilla","69","ENTRADA","7","Almacen_7"
"353","4/24/2023","111","Zanahorias","6","ENTRADA","5","Almacen_5"
"354","9/4/2023","105","Pan","87","SALIDA","8","Almacen_8"
"355","8/24/2023","113","Carne de res","13","ENTRADA","2","Almacen_2"
"356","3/22/2023","117","Mantequilla","70","SALIDA","3","Almacen_3"
"357","1/21/2023","127","Chocolate","56","SALIDA","3","Almacen_3"
"358","7/17/2023","101","Platanos","23","ENTRADA","7","Almacen_7"
"359","9/20/2023","106","Arroz","31","SALIDA","7","Almacen_7"
"360","4/9/2023","108","Tomates","60","SALIDA","1","Almacen_1"
"361","11/23/2023","113","Carne de res","91","ENTRADA","6","Almacen_6"
"362","6/8/2023","100","Manzanas","93","ENTRADA","10","Almacen_10"
"363","6/9/2023","115","Queso","100","ENTRADA","2","Almacen_2"
"364","10/14/2023","109","Patatas","80","ENTRADA","8","Almacen_8"
"365","5/2/2023","120","Te","98","SALIDA","7","Almacen_7"
"366","1/26/2023","124","Harina","72","SALIDA","6","Almacen_6"
"367","10/7/2023","107","Pasta","89","SALIDA","1","Almacen_1"
"368","6/3/2023","122","Sal","48","SALIDA","4","Almacen_4"
"369","6/3/2023","109","Patatas","24","ENTRADA","5","Almacen_5"
"370","7/10/2023","105","Pan","82","SALIDA","4","Almacen_4"
"371","1/19/2023","114","Pescado","80","ENTRADA","8","Almacen_8"
"372","1/11/2023","114","Pescado","97","ENTRADA","3","Almacen_3"
"373","9/5/2023","117","Mantequilla","8","SALIDA","5","Almacen_5"
"374","12/24/2023","102","Naranjas","29","ENTRADA","8","Almacen_8"
"375","1/28/2023","128","Helado","7","SALIDA","1","Almacen_1"
"376","6/17/2023","103","Leche","51","ENTRADA","7","Almacen_7"
"377","12/19/2023","121","Azucar","79","SALIDA","1","Almacen_1"
"378","5/21/2023","126","Galletas","14","SALIDA","7","Almacen_7"
"379","2/12/2023","102","Naranjas","82","SALIDA","3","Almacen_3"
"380","4/10/2023","122","Sal","91","SALIDA","3","Almacen_3"
"381","9/8/2023","121","Azucar","56","SALIDA","3","Almacen_3"
"382","10/9/2023","109","Patatas","40","SALIDA","1","Almacen_1"
"383","12/23/2023","106","Arroz","67","SALIDA","2","Almacen_2"
"384","10/19/2023","112","Pollo","98","ENTRADA","5","Almacen_5"
"385","1/9/2023","110","Cebollas","41","ENTRADA","1","Almacen_1"
"386","9/18/2023","107","Pasta","5","ENTRADA","1","Almacen_1"
"387","9/17/2023","117","Mantequilla","40","SALIDA","1","Almacen_1"
